card_id,total_amount,transaction_count,unique_merchants,unique_cities,weekend_ratio,avg_hour,has_foreign_txn,cluster,auto_spending_ratio,cosmetic_spending_ratio,fashion_spending_ratio,beauty_salons_spending_ratio,construction_spending_ratio,book_and_sports_spending_ratio,tax_payment_spending_ratio,travel_spending_ratio,incoming_transfer_spending_ratio,outgoing_transfer_spending_ratio,ecom_spending_ratio,pos_spending_ratio,cash_withdrawal_spending_ratio,salary_spending_ratio,cluster_label
10013,147751268.67,7250.0,484.0,6.0,0.3849655172413793,13.548,True,3,0.017204283948839817,0.0011992767412086413,0.012408729119577855,0.0034756875160711948,0.44801304236408496,0.0007510933137762817,0.004793224358579039,0.05107682362345973,0.04229924146342696,0.04455570811174139,0.13257164399548166,0.5358241083995154,0.16114920849295203,0.03211261766284501,Покупатель в магазинах
10014,130268994.28,4605.0,444.0,6.0,0.3941368078175896,13.570249728555918,True,8,0.012724253220510854,0.0007195703821779746,0.007456379435249294,0.002385184454039373,0.04526640151474116,0.0015122371297084983,0.0027561823286074423,0.5007023500910995,0.0707571509317712,0.06165725900006541,0.28579548883272454,0.4191239967098025,0.1147011234913174,0.012874475689857149,Покупатель в магазинах
10015,2346906.96,355.0,64.0,6.0,0.428169014084507,13.88169014084507,False,0,0.10972097930972091,0.0005782930568325555,0.0052545287095658874,0.00010857268922156165,0.17223475701823307,0.0,0.0,0.1303181869638326,0.10325750621149464,0.0914488744794553,0.08898645048971178,0.39133110756124734,0.2829255745187274,0.022163639584587537,Покупатель в магазинах
10016,160775163.41,8284.0,496.0,6.0,0.3922018348623853,13.561081603090294,False,3,0.07190442456910577,0.0010934367987653101,0.10751176502256245,0.047176675545697086,0.3229573483784152,0.016808391934944326,0.0050295465596131034,0.04921896138783716,0.0,0.0,0.098120301266749,0.7083552802840221,0.1818377875035742,0.011686630945654718,Покупатель в магазинах
10017,3010628.63,101.0,31.0,6.0,0.33663366336633666,13.03960396039604,False,4,0.031318445941969274,0.0,0.004962850565863383,0.004044906063355945,0.01031874196984568,0.0,0.012041554922700646,0.0184248696259824,0.001886157576333153,0.008580879003997248,0.04834641793730633,0.16490243102484547,0.23284173710923622,0.2567995242907127,Обычный клиент
10018,9607558.1,323.0,57.0,6.0,0.32507739938080493,13.535603715170279,True,1,0.007773645417767498,0.0,0.01573679788623917,0.0017751430511775933,0.24680290405946131,0.0,0.002060633908630748,0.005573752398124973,0.04629119234782458,0.0617403427412008,0.3134901448058898,0.16460697437780783,0.3802214841667208,0.03364986156055617,Путешественник
10019,137659030.94,4843.0,434.0,6.0,0.3970679330993186,13.687383852983688,True,1,0.012964583491640843,0.0013061166330479764,0.006550483276269967,0.0013623490498181768,0.13569859240213536,0.0011722431786573785,0.0017091573897723387,0.01684913095902112,0.0804284097773847,0.09175202094445313,0.5815730427805669,0.10607216068783987,0.04824238522276496,0.00736999231414174,Путешественник
10020,11309024.67,714.0,152.0,6.0,0.5,13.861344537815127,False,3,0.07845998712460144,0.003141611326947437,0.003932286054514372,0.07920652542002105,0.2567928211973739,0.0024023822383261277,0.009246404800706832,0.017587980909409405,0.0,0.0,0.05576761112503613,0.7459836392770024,0.19824874959796157,0.0,Покупатель в магазинах
10021,50747878.43,1726.0,88.0,6.0,0.37891077636152953,13.432213209733488,False,2,0.0004482709564179903,0.0,0.0002993080788776533,0.0003047327391495054,0.026231269388654128,8.76332200987343e-05,0.0,0.011294824290844743,0.0,0.0,0.0,0.0501190463264062,0.8879385975150804,0.008230255390402534,Пользователь наличными
10022,32748860.96,6016.0,432.0,6.0,0.390625,13.420046542553191,True,0,0.011485285563348643,0.0005464299971182875,0.024579514413743443,0.0013400743938423681,0.1175783455401131,0.0038563332066496397,0.02127999782499916,0.13061421602493498,0.13146443887799875,0.11577658699736347,0.06402923730877753,0.3073520359164272,0.2979340262220833,0.035996213774880555,Покупатель в магазинах
10023,112763445.06,4719.0,432.0,6.0,0.3886416613689341,13.63869463869464,True,1,0.26266096219604096,0.0012002684019451861,0.012770105943763899,0.0015310150369043716,0.10775000208210204,0.0021887517702982103,0.001749793205546464,0.027180151851242135,0.07776505848445918,0.07872305466790781,0.2825361843374671,0.3433360020119981,0.1470068601680233,0.011199595749562495,Путешественник
10024,487875197.46999997,29855.0,500.0,6.0,0.38462569083905546,13.498375481493888,False,3,0.017511188730854343,0.0010085544675188303,0.007338317357729893,0.0020350804778532577,0.08495855892028363,0.0014215902624208473,0.0023122131763407923,0.019423360747053964,0.010347884615123188,0.009998704556609402,0.012139164709975189,0.8341696639231698,0.08145320812797334,0.009763490795805222,Покупатель в магазинах
10025,20547849.080000002,692.0,149.0,6.0,0.3901734104046243,13.586705202312139,False,3,0.09283095824645797,0.0,0.006741781072104312,0.0016476040810009685,0.31198931601263247,0.0009008796944113042,0.0,0.012239983319947568,0.04341920200632503,0.03682983202054937,0.22672640001695005,0.31632149937904835,0.10181114295005324,0.03333497327789405,Покупатель в магазинах
10026,6272726.96,1314.0,187.0,6.0,0.3736681887366819,13.531963470319635,True,0,0.009020875667127714,0.00044776219623626025,0.05320877700055352,0.0005152320546724387,0.15936424243786948,0.006568495689791669,0.0027584557896969263,0.011736060005391978,0.1383089006635162,0.13826357428444486,0.03633785615945254,0.2668710722903839,0.3413188575961865,0.027672175292641783,Покупатель в магазинах
10027,2350361.15,100.0,30.0,5.0,0.29,13.36,False,4,0.006829780180803278,0.0,0.013953859814267267,0.0028046030287728336,0.021459514849451966,0.0,0.012145171817531107,0.0,0.011596243411358294,0.021869417812662537,0.07034861855166387,0.08063932642862141,0.28463710779086016,0.4603909488548175,Обычный клиент
10028,246766809.1,8173.0,477.0,6.0,0.38994249357641014,13.56698886577756,True,0,0.008407512694137278,0.0013528566553077822,0.006382582024480212,0.021214623227058617,0.21158790418544987,0.0008992915652204703,0.001985737108597236,0.009048960993352652,0.09306523865084902,0.15215286406197648,0.05020853993771563,0.3042716597254083,0.11246650269223747,0.021920841055281127,Покупатель в магазинах
10029,185237097.33,4312.0,406.0,6.0,0.38984230055658625,13.548237476808906,False,0,0.03301845072158473,0.0003256080497339544,0.005899617440307468,0.0005724902383407477,0.054463732348531496,0.00046229433107258675,0.00231249493851049,0.014099088560793525,0.06584256877158873,0.09891166755522598,0.04942442238602963,0.3292878996118957,0.07375412483203156,0.012324745058668426,Покупатель в магазинах
10030,24657995.63,5054.0,405.0,6.0,0.3702018203403245,13.37593984962406,False,0,0.1948152798825036,0.0013942580944483686,0.004429599698164924,0.02789379438299463,0.07177501474802557,0.0006286800530185672,0.0017838363936801462,0.01005415905331637,0.13327476447443917,0.134094459242144,0.06503394817902318,0.28943574234869796,0.292359529467562,0.03510731419494537,Покупатель в магазинах
10031,220393234.91,5791.0,489.0,6.0,0.38974270419616647,13.617337247452944,False,5,0.009106984208565334,0.0001537712353731702,0.0022658844778240565,0.000630209952028332,0.014192873484875152,0.0019103007411816753,0.0007530792860669119,0.009890962582813335,0.0,0.0,0.03765925593582459,0.09993346415099362,0.037759779711016905,0.026345445686529762,Офисный работник
10032,51208578.51,7681.0,495.0,6.0,0.3965629475328733,13.504361411274573,False,3,0.03600114304364041,0.002477138864052409,0.029608088998289987,0.004173551506770774,0.29118506222718427,0.0023327433308204908,0.005924342147883613,0.05014090694781913,0.024442351387581995,0.024582573791892586,0.012249580016705681,0.7083888611146687,0.18186406010433115,0.014683242961980826,Покупатель в магазинах
10033,1228275.02,79.0,31.0,5.0,0.5063291139240507,13.784810126582279,False,3,0.11922066118384465,0.0,0.03448563986915568,0.0,0.4125823465822825,0.0,0.007053843690479026,0.0,0.0,0.0,0.7259716801860873,0.03006712617179172,0.2238912259243048,0.0,Покупатель в магазинах
10034,104473354.59,2320.0,314.0,6.0,0.36853448275862066,13.55905172413793,True,1,0.18019677107029516,0.00019636786892228002,0.0046583373522360635,0.0017766194139014102,0.4261997839041534,0.0016646502898514804,0.0018543939817028134,0.034747938211103245,0.03637015241744426,0.02736455090601298,0.4211442892081829,0.3181213535300915,0.13891580352670285,0.01629360908990029,Путешественник
10035,21952200.4,594.0,59.0,5.0,0.39057239057239057,13.80976430976431,True,1,0.014806246940056179,0.0008749514695574664,0.009746034388425135,0.00022550996755660085,0.0737801154548498,5.6945999818769874e-05,0.001193975525114102,0.12784650735969047,0.0525902724539632,0.07441515065615018,0.13739890011208172,0.1187961093868294,0.5366204656185628,0.030995434972432196,Путешественник
10036,100108799.1,14836.0,500.0,6.0,0.38703154489080616,13.527028848746292,False,3,0.20770685011643497,0.002443680297829085,0.016937814510253175,0.004576127714232065,0.087265781015647,0.002466431944242552,0.005906914929718701,0.036389945466841586,0.02414052952114576,0.027700795583712082,0.021539406219887418,0.672715642435471,0.19563714854311942,0.020251067021340385,Покупатель в магазинах
10037,398350272.61,15495.0,500.0,6.0,0.39812842852533076,13.488802839625686,False,3,0.06403389326903566,0.0012029120674636406,0.012391679432419403,0.003090780889725672,0.5449829108879344,0.0019144329813139825,0.004002094411921783,0.033295909785871804,0.0,0.0,0.09579542351000275,0.7652576149695534,0.12847738163871217,0.010469579881731713,Покупатель в магазинах
10038,145994718.54,7108.0,487.0,6.0,0.4050365785030951,13.47664603263928,False,3,0.03761436190923184,0.0026171980316898385,0.014911564142668199,0.004098913823626048,0.46463647122559815,0.0019001179136764136,0.073765221973077,0.04717729503422351,0.0,0.0,0.08361386187169124,0.7411446550400672,0.16556763314268313,0.00967384994555845,Покупатель в магазинах
10039,324009470.26,19852.0,500.0,6.0,0.3873665121902075,13.583618778964336,True,3,0.01602624255344505,0.0012477444553567723,0.008281887927061853,0.021705581643513532,0.21831593006598807,0.0010342304492862511,0.001842602839728491,0.019330077096123704,0.009881467067708913,0.010226455996305051,0.01794363678732802,0.8298286812550404,0.07566754138490595,0.008512411682864618,Покупатель в магазинах
10040,48167654.55,1410.0,253.0,6.0,0.4056737588652482,13.457446808510639,False,0,0.05861380331627545,0.0008256912314199448,0.006495928500633213,0.0034942758075398135,0.11975887187971872,0.006540626753436141,0.0023907408628431963,0.00563577036366202,0.058800009393440565,0.05778307924690097,0.1715233796867529,0.37547843317191376,0.07372167138248172,0.012243278305939437,Покупатель в магазинах
10041,167668370.04,19456.0,500.0,6.0,0.39139597039473684,13.436009457236842,False,8,0.03079432739024198,0.0016904704204638071,0.06625149303562705,0.0031119081069108244,0.07718451373334528,0.001963816132532614,0.004098101209167096,0.21003937553396881,0.018925671724744346,0.018872256820085444,0.014137248721595554,0.7196351446084589,0.15844371835702972,0.016837439281639718,Покупатель в магазинах
10042,31661049.79,2325.0,372.0,6.0,0.4038709677419355,13.529462365591398,False,3,0.013139768667158904,0.000931320350890993,0.010164275415202524,0.0020190843457184053,0.34210659380666103,0.001153754542009455,0.0917812457032872,0.027989573178331433,0.0,0.0,0.6449675366244386,0.04464778171842167,0.12081090252440427,0.0724343638385719,Покупатель в магазинах
10043,307509202.06,18655.0,500.0,6.0,0.38424015009380863,13.554864647547575,True,1,0.03597135512010376,0.001615790183420438,0.009248306883008664,0.002846153201715345,0.059937917325816235,0.0015426010565610456,0.003293123500747833,0.016046101537596374,0.1485265051063038,0.1527347802776839,0.4478135770165707,0.09439003342194813,0.10226360638750635,0.01744626815737769,Путешественник
10044,68367388.75,2841.0,333.0,6.0,0.38824357620556144,13.671946497712073,True,1,0.23342373406063427,0.0018723691564130418,0.009633126437054391,0.003312929367951032,0.06842233695813049,0.0012630989946943087,0.0041007448891340025,0.0524493113684995,0.05433875650252914,0.05889593874535686,0.24923101776356785,0.3106670661017457,0.26168909369088633,0.03525544918519358,Путешественник
10045,933582038.46,14024.0,499.0,6.0,0.3802053622361666,13.527167712492869,True,8,0.004761196152972525,0.0007630340459153139,0.0032336555285273367,0.0006589524055269815,0.0944860650120353,0.0004029205838412419,0.001128673396221458,0.3948128094538019,0.029132472979947224,0.03055507003653884,0.3777437872859309,0.43989176367128197,0.048147884329638284,0.007359466781659144,Покупатель в магазинах
10046,28131964.01,2099.0,337.0,6.0,0.36303001429252024,13.601238685088138,False,5,0.005680933614986521,0.0008963991988272134,0.0015219996721444688,0.002550619287529794,0.02686676762885564,0.0,0.00011793239884782576,0.0,0.0,0.0702434166806685,0.0,0.05598163140832199,0.109803922644788,0.12474777796361897,Офисный работник
10047,1666200.21,137.0,44.0,6.0,0.38686131386861317,13.0,False,5,0.0070578913202753715,0.0037243903600276225,0.001616918533457633,0.0013142058120374383,0.43294912920458706,0.0025140016036848296,0.0,0.04549206004481299,0.0,0.0,0.631079862845534,0.022491756857958862,0.3036849935338803,0.0,Офисный работник
10048,85482244.29,3021.0,338.0,6.0,0.40052962595167163,13.440251572327044,False,0,0.06994654538684666,0.0015864253579952422,0.00967505002786585,0.029622181670962765,0.12406857737637433,0.0004856004933512959,0.0008364471545392552,0.01609537409116613,0.11198242710527223,0.14169947350594997,0.0466680101012121,0.28186500963006006,0.10751940448380569,0.021130423224174803,Покупатель в магазинах
10049,73781132.56,3679.0,422.0,6.0,0.4036422941016581,13.50774667029084,False,0,0.01967112010404195,0.002558526190235538,0.022043316815141066,0.0033779755250750785,0.17252547796888956,0.000977254583905509,0.004582009360253171,0.055365364264069516,0.06026297477047024,0.056484490213144,0.1413057560687572,0.3841035977179367,0.16418831725236396,0.022910938628183074,Покупатель в магазинах
10050,5888104.04,453.0,103.0,6.0,0.3841059602649007,13.52317880794702,False,0,0.05691167440716621,0.0,0.0012040785882580973,0.0035107701663505252,0.2492159870191424,0.013977061111848153,0.0,0.021742914039949605,0.05986751382198743,0.0650202539559746,0.16866946359188315,0.3210371958712876,0.25067491844114903,0.0,Покупатель в магазинах
10051,93312868.58,14212.0,500.0,6.0,0.382915845764143,13.515268786940613,False,3,0.09523683437489712,0.0023569216480730766,0.020783460732828326,0.0038195041629701877,0.1141342861072721,0.003316880990906946,0.005423742059393455,0.0572732484953899,0.021975906337526507,0.019641873708219036,0.019116140218867123,0.6722014142800024,0.21340036270482857,0.019396145757198627,Покупатель в магазинах
10052,283073154.6,7646.0,477.0,6.0,0.3760136018833377,13.513471095997907,False,0,0.01726902661224661,0.0005006222515174527,0.030592689625538936,0.0013699493353510675,0.17294910783461484,0.0006186768231253533,0.0010823803847911757,0.06957440089234092,0.07684605723470465,0.11140915539858826,0.044150524155708824,0.3182429655941666,0.09176426509502712,0.019345917869670003,Покупатель в магазинах
10053,232381885.85,8218.0,481.0,6.0,0.39072767096617184,13.458140666828912,False,0,0.14861337622628645,0.01753350871173335,0.008918451205520244,0.0027081977052472567,0.07335063216159024,0.000577631038275697,0.02465254681553743,0.015623714028827345,0.10663071387584232,0.153794507946584,0.040479919403322115,0.31929159434523974,0.1171778079879112,0.023908072609352224,Покупатель в магазинах
10054,215380865.48,5631.0,479.0,6.0,0.3708044752264251,13.648375066595632,True,5,0.008965552049837552,0.0002903538337104838,0.012259400268057646,0.0006537279422952015,0.08675636755547873,4.421400192063153e-05,0.0006898401567329425,0.010722656095067338,0.0,0.0,0.07905816629556243,0.11651639101770779,0.045319717600013056,0.02489735561257621,Офисный работник
10055,12461102.62,352.0,72.0,6.0,0.3806818181818182,13.298295454545455,False,4,0.0029785109016299874,0.0,0.004803131137363188,0.003264593932057676,0.020880059167669388,0.0,0.0007560871848433586,0.04561652586727514,0.03416249853498117,0.0074565769044280614,0.05459681384118158,0.25302022189750656,0.27742328310911546,0.2500950433549997,Обычный клиент
10056,271959351.34,6779.0,467.0,6.0,0.38663519693170084,13.72208290308305,False,0,0.25293341417042375,0.0007194083565650264,0.031365666589400244,0.0011380438601394705,0.04283842983371046,0.0013131460206842838,0.001678292023242035,0.011209490076290017,0.07087443022285597,0.1079087026991436,0.06320253933284001,0.32520404389195146,0.07941995703981959,0.01634495367817934,Покупатель в магазинах
10057,216385272.47,8007.0,483.0,6.0,0.3765455226676658,13.445110528287747,True,1,0.026217149232217334,0.0012834183067542296,0.009159876859340306,0.0016248909918245324,0.07723722811272711,0.0012453314725352205,0.00214023988191806,0.029366036317841272,0.06597425867779069,0.07982219650551617,0.3094157278623593,0.35445372762434013,0.11429151216115573,0.013865176524044422,Путешественник
10058,61799997.62,3797.0,440.0,6.0,0.39820911245720303,13.69080853305241,False,3,0.010482750403704626,0.0014008031283804442,0.0059589486113640405,0.0025464148229849075,0.6890884574438597,0.0022188625449982664,0.0015794063715046467,0.022758813012394418,0.011936821980738452,0.00782543703275955,0.02290337725744398,0.82649808619847,0.08059870860558134,0.006916408033350342,Покупатель в магазинах
10059,66357542.74,4290.0,459.0,6.0,0.3927738927738928,13.536829836829837,False,3,0.014384102704644543,0.0008336042553103135,0.00639450441470642,0.0017870402535041187,0.5401027666203181,0.0019152725485627286,0.002027082595976187,0.015154126395850322,0.010919160657274211,0.007929516649850558,0.014924835958444956,0.810033283489846,0.07611794818549364,0.0047296808628028465,Покупатель в магазинах
10060,3988063.76,169.0,34.0,6.0,0.41420118343195267,13.29585798816568,False,4,0.03704286312614019,0.0033712349674168704,0.03929052779236408,0.0,0.0043457680325552275,0.014903036555263099,0.0,0.0,0.013292530709188061,0.040795609045127204,0.04201201136262676,0.1153939750451733,0.3322414283567021,0.38785087026793175,Обычный клиент
10061,13433548.19,414.0,100.0,6.0,0.35507246376811596,13.594202898550725,False,5,0.0019594376428108827,0.01809726712269307,0.046082894946610525,0.0,0.008024122032051162,0.0,0.0,0.013298885556757735,0.0,0.0,0.023390684691473165,0.12511342693891808,0.04004898723633492,0.01811851914010218,Офисный работник
10062,40823972.7,5118.0,469.0,6.0,0.3851113716295428,13.531066822977726,False,3,0.16346424217552935,0.001048480516939009,0.016227913311337286,0.004426033236103942,0.3293552587056281,0.0015744714624502966,0.00587852146981276,0.028442283619300967,0.018315131295392032,0.024569854270944092,0.011794387663795395,0.7015960724959038,0.17212925482874428,0.022692230538357182,Покупатель в магазинах
10063,13843858.65,1039.0,217.0,6.0,0.3753609239653513,13.735322425409047,True,1,0.012058638001190513,0.002041062446126608,0.013989492734382982,0.0015489142544806319,0.4698592852217543,0.001614414056445166,0.0033004331491061564,0.05424478600841536,0.0,0.0,0.6583497087352882,0.01392515373594919,0.13240528138446428,0.0690613812356427,Путешественник
10064,8753432.68,368.0,80.0,6.0,0.44021739130434784,13.720108695652174,False,0,0.29448514591192354,0.0005320004357421984,0.006380111899141264,0.003127651859658787,0.14884258983071313,0.012228964785960975,0.001739618108309939,0.006273496582143133,0.07074326754289952,0.09935885975192077,0.31632451761769875,0.31225060269727234,0.1151548240386993,0.035094232312071656,Покупатель в магазинах
10065,75877653.18,4379.0,439.0,6.0,0.38250742178579583,13.495546928522494,True,1,0.26623917824760535,0.001314098892376945,0.008238026662700744,0.0013097670504416093,0.04244415891935997,0.001123133840181323,0.00345311839545747,0.025184016899769904,0.03363693898051051,0.06027725856452219,0.14209906261099256,0.37789439826214716,0.179459952032217,0.027639969241336514,Путешественник
10066,17537321.05,1947.0,329.0,6.0,0.41345659989727784,13.503852080123266,True,7,0.031163582992055676,0.052386537680451484,0.019127452194301935,0.003717227951415076,0.10782712847695743,0.00031868436371015744,0.06904075865110537,0.05757588272012617,0.0,0.0,0.6308751809045544,0.030553377478369195,0.17009439420623482,0.10778852680010667,Покупатель в магазинах
10067,25394371.61,1307.0,263.0,6.0,0.39938791124713086,13.214996174445295,False,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041417760445224897,Офисный работник
10068,15010454.24,435.0,57.0,6.0,0.4068965517241379,13.87816091954023,False,4,0.1410601462251285,0.0,0.0007495429398810784,0.0006615749158034807,0.00487412764665275,0.0,0.0013356158101182154,0.00502525831623334,0.020804784119577716,0.01750353359059972,0.04955670815195797,0.14526371388478382,0.3397632022626918,0.3592404942436972,Обычный клиент
10069,107452915.45,3557.0,164.0,6.0,0.4132696092212539,13.388810795614281,False,2,0.0019621914316332307,1.557798588330439e-05,0.0020757474012307034,0.0,0.02188621313950584,0.00021610237286493283,0.00018990782999736655,0.0,0.0,0.0,0.0,0.06296252820751175,0.8719074732187734,0.007737640216815541,Пользователь наличными
10070,220093812.89,7479.0,296.0,6.0,0.3774568792619334,13.543120738066586,False,2,0.016399967507510067,5.3104582298465175e-05,0.0028749767732737107,5.3524857629177126e-05,0.018970259296142634,0.00015842176362052665,0.00011979169088763567,0.0015349390587769192,0.0,0.0,0.0,0.047820730041422295,0.8970856445595744,0.010032194776431727,Пользователь наличными
10071,218838860.43,9922.0,495.0,6.0,0.39629107034872,13.527917758516429,False,3,0.03719205987459181,0.002121303543108566,0.016005308989078617,0.003342341568416108,0.32851960044361667,0.001349690358557128,0.0043445267359364485,0.0421742806641611,0.0,0.0,0.10852618800579447,0.7379061598232615,0.14386841504354655,0.009699237127397429,Покупатель в магазинах
10072,19587743.27,3472.0,344.0,6.0,0.3752880184331797,13.446428571428571,False,0,0.008251996555803337,0.0007420594501185741,0.003843368731266815,0.001320340462068962,0.28974466235180546,0.0005514800684846836,0.0020283924213388978,0.025672814528368077,0.12496374984396047,0.12299413295301986,0.0791341395807461,0.329882547516154,0.26853527369107694,0.02584034276042459,Покупатель в магазинах
10073,143081054.57,5335.0,463.0,6.0,0.39400187441424556,13.537207122774133,True,8,0.02849478865145885,0.001671709093274682,0.06055287393595006,0.002819317143085829,0.2730700955302583,0.0016993566390094297,0.08249854095270945,0.2598362606547009,0.0,0.0,0.09092456404586591,0.7732201331090595,0.12673236197828508,0.00912294086678956,Покупатель в магазинах
10074,4489595.93,156.0,40.0,6.0,0.4166666666666667,12.923076923076923,False,4,0.14742964407489564,0.003822611270052537,0.010019126598771664,0.0022061116756224427,0.06263218658967377,0.0,0.0021283942138641417,0.0,0.009649191302612395,0.017922265445389426,0.09288992071943543,0.15941608803088878,0.28755371755693837,0.2928544173016479,Обычный клиент
10075,30115902.53,761.0,188.0,6.0,0.3968462549277267,13.37976346911958,False,5,0.0017248013719082785,0.0,0.007429319768089978,0.0,0.0818672927880538,0.0,0.004256449889632446,0.0,0.0,0.0,0.07077402172745045,0.056029456806719176,0.038119395520569845,0.01658632011783178,Офисный работник
10076,260388295.77,4570.0,462.0,6.0,0.38205689277899346,13.565864332603939,False,5,0.007460247067770883,0.0003168753409442079,0.0013961792288894627,0.0003146874545865845,0.007589549461722337,0.0001544962682790249,0.0007048485395907163,0.07417278615725394,0.0,0.0,0.051377147695673475,0.0756077256920556,0.029509774920095672,0.017887428412351178,Офисный работник
10077,3028782.32,464.0,126.0,6.0,0.3620689655172414,13.549568965517242,False,4,0.0025064660308767254,0.0,0.0,0.0,0.010602442370305437,0.00015001738388383093,0.0,0.012616010648134002,0.0,0.11429236684133841,0.0,0.0336632478757998,0.1944675905266114,0.20416818862043543,Обычный клиент
