card_id,total_amount,avg_amount,transaction_count,activity_days,unique_merchants,unique_cities,weekend_ratio,avg_hour,auto_spending_ratio,cash_withdrawal_ratio,incoming_transfer_ratio,cluster,cluster_label
10014,130268994.28,28288.59810640608,4605.0,167.0,444.0,6.0,0.3941368078175896,13.570249728555918,0.012724253220510854,0.1147011234913174,0.0707571509317712,7,Неопределенный клиент
10015,2346906.96,6611.005521126761,355.0,33.0,64.0,6.0,0.428169014084507,13.88169014084507,0.10972097930972091,0.2829255745187274,0.10325750621149464,5,Неопределенный клиент
10016,160775163.41,19407.914462819892,8284.0,250.0,496.0,6.0,0.3922018348623853,13.561081603090294,0.07190442456910577,0.1818377875035742,0.0,4,Неопределенный клиент
10017,3010628.63,29808.204257425743,101.0,136.0,31.0,6.0,0.33663366336633666,13.03960396039604,0.031318445941969274,0.23284173710923622,0.001886157576333153,2,Неопределенный клиент
10018,9607558.1,29744.761919504643,323.0,48.0,57.0,6.0,0.32507739938080493,13.535603715170279,0.007773645417767498,0.3802214841667208,0.04629119234782458,1,Обычный клиент
10019,137659030.94,28424.330154862688,4843.0,157.0,434.0,6.0,0.3970679330993186,13.687383852983688,0.012964583491640843,0.04824238522276496,0.0804284097773847,5,Неопределенный клиент
10020,11309024.67,15838.97012605042,714.0,18.0,152.0,6.0,0.5,13.861344537815127,0.07845998712460144,0.19824874959796157,0.0,1,Обычный клиент
10021,50747878.43,29402.01531286211,1726.0,122.0,88.0,6.0,0.37891077636152953,13.432213209733488,0.0004482709564179903,0.8879385975150804,0.0,3,Обычный клиент
10022,32748860.96,5443.6271542553195,6016.0,649.0,432.0,6.0,0.390625,13.420046542553191,0.011485285563348643,0.2979340262220833,0.13146443887799875,5,Неопределенный клиент
10023,112763445.06,23895.623026064844,4719.0,172.0,432.0,6.0,0.3886416613689341,13.63869463869464,0.26266096219604096,0.1470068601680233,0.07776505848445918,0,Автолюбитель
10024,487875197.46999997,16341.490452855467,29855.0,680.0,500.0,6.0,0.38462569083905546,13.498375481493888,0.017511188730854343,0.08145320812797334,0.010347884615123188,4,Неопределенный клиент
10025,20547849.080000002,29693.423526011564,692.0,35.0,149.0,6.0,0.3901734104046243,13.586705202312139,0.09283095824645797,0.10181114295005324,0.04341920200632503,1,Обычный клиент
10026,6272726.96,4773.764809741248,1314.0,125.0,187.0,6.0,0.3736681887366819,13.531963470319635,0.009020875667127714,0.3413188575961865,0.1383089006635162,5,Неопределенный клиент
10027,2350361.15,23503.6115,100.0,136.0,30.0,5.0,0.29,13.36,0.006829780180803278,0.28463710779086016,0.011596243411358294,2,Неопределенный клиент
10028,246766809.1,30192.929046861616,8173.0,368.0,477.0,6.0,0.38994249357641014,13.56698886577756,0.008407512694137278,0.11246650269223747,0.09306523865084902,5,Неопределенный клиент
10029,185237097.33,42958.51051252319,4312.0,188.0,406.0,6.0,0.38984230055658625,13.548237476808906,0.03301845072158473,0.07375412483203156,0.06584256877158873,7,Неопределенный клиент
10030,24657995.63,4878.906931143649,5054.0,548.0,405.0,6.0,0.3702018203403245,13.37593984962406,0.1948152798825036,0.292359529467562,0.13327476447443917,5,Неопределенный клиент
10031,220393234.91,38057.88895009497,5791.0,665.0,489.0,6.0,0.38974270419616647,13.617337247452944,0.009106984208565334,0.037759779711016905,0.0,6,Обычный клиент
10032,51208578.51,6666.915572191121,7681.0,149.0,495.0,6.0,0.3965629475328733,13.504361411274573,0.03600114304364041,0.18186406010433115,0.024442351387581995,1,Обычный клиент
10033,1228275.02,15547.78506329114,79.0,12.0,31.0,5.0,0.5063291139240507,13.784810126582279,0.11922066118384465,0.2238912259243048,0.0,1,Обычный клиент
10034,104473354.59,45031.61835775862,2320.0,282.0,314.0,6.0,0.36853448275862066,13.55905172413793,0.18019677107029516,0.13891580352670285,0.03637015241744426,0,Автолюбитель
10035,21952200.4,36956.56632996633,594.0,64.0,59.0,5.0,0.39057239057239057,13.80976430976431,0.014806246940056179,0.5366204656185628,0.0525902724539632,3,Обычный клиент
10036,100108799.1,6747.694735777837,14836.0,308.0,500.0,6.0,0.38703154489080616,13.527028848746292,0.20770685011643497,0.19563714854311942,0.02414052952114576,0,Автолюбитель
10037,398350272.61,25708.31059115844,15495.0,501.0,500.0,6.0,0.39812842852533076,13.488802839625686,0.06403389326903566,0.12847738163871217,0.0,4,Неопределенный клиент
10038,145994718.54,20539.49332301632,7108.0,212.0,487.0,6.0,0.4050365785030951,13.47664603263928,0.03761436190923184,0.16556763314268313,0.0,4,Неопределенный клиент
10039,324009470.26,16321.250768688293,19852.0,406.0,500.0,6.0,0.3873665121902075,13.583618778964336,0.01602624255344505,0.07566754138490595,0.009881467067708913,4,Неопределенный клиент
10040,48167654.55,34161.457127659574,1410.0,66.0,253.0,6.0,0.4056737588652482,13.457446808510639,0.05861380331627545,0.07372167138248172,0.058800009393440565,1,Обычный клиент
10041,167668370.04,8617.823295641447,19456.0,399.0,500.0,6.0,0.39139597039473684,13.436009457236842,0.03079432739024198,0.15844371835702972,0.018925671724744346,4,Неопределенный клиент
10042,31661049.79,13617.655823655914,2325.0,469.0,372.0,6.0,0.4038709677419355,13.529462365591398,0.013139768667158904,0.12081090252440427,0.0,1,Обычный клиент
10043,307509202.06,16484.009759313856,18655.0,709.0,500.0,6.0,0.38424015009380863,13.554864647547575,0.03597135512010376,0.10226360638750635,0.1485265051063038,5,Неопределенный клиент
10044,68367388.75,24064.55077437522,2841.0,358.0,333.0,6.0,0.38824357620556144,13.671946497712073,0.23342373406063427,0.26168909369088633,0.05433875650252914,0,Автолюбитель
10045,933582038.46,66570.31078579578,14024.0,579.0,499.0,6.0,0.3802053622361666,13.527167712492869,0.004761196152972525,0.048147884329638284,0.029132472979947224,7,Неопределенный клиент
10046,28131964.01,13402.55550738447,2099.0,588.0,337.0,6.0,0.36303001429252024,13.601238685088138,0.005680933614986521,0.109803922644788,0.0,6,Обычный клиент
10047,1666200.21,12162.045328467153,137.0,29.0,44.0,6.0,0.38686131386861317,13.0,0.0070578913202753715,0.3036849935338803,0.0,1,Обычный клиент
10048,85482244.29,28296.00936444886,3021.0,131.0,338.0,6.0,0.40052962595167163,13.440251572327044,0.06994654538684666,0.10751940448380569,0.11198242710527223,5,Неопределенный клиент
10049,73781132.56,20054.67044305518,3679.0,186.0,422.0,6.0,0.4036422941016581,13.50774667029084,0.01967112010404195,0.16418831725236396,0.06026297477047024,1,Обычный клиент
10050,5888104.04,12998.022163355408,453.0,29.0,103.0,6.0,0.3841059602649007,13.52317880794702,0.05691167440716621,0.25067491844114903,0.05986751382198743,1,Обычный клиент
10051,93312868.58,6565.780226569096,14212.0,291.0,500.0,6.0,0.382915845764143,13.515268786940613,0.09523683437489712,0.21340036270482857,0.021975906337526507,4,Неопределенный клиент
10052,283073154.6,37022.38485482606,7646.0,350.0,477.0,6.0,0.3760136018833377,13.513471095997907,0.01726902661224661,0.09176426509502712,0.07684605723470465,7,Неопределенный клиент
10053,232381885.85,28277.182507909467,8218.0,355.0,481.0,6.0,0.39072767096617184,13.458140666828912,0.14861337622628645,0.1171778079879112,0.10663071387584232,5,Неопределенный клиент
10054,215380865.48,38249.13256615166,5631.0,638.0,479.0,6.0,0.3708044752264251,13.648375066595632,0.008965552049837552,0.045319717600013056,0.0,6,Обычный клиент
10055,12461102.62,35400.859715909086,352.0,509.0,72.0,6.0,0.3806818181818182,13.298295454545455,0.0029785109016299874,0.27742328310911546,0.03416249853498117,2,Неопределенный клиент
10056,271959351.34,40117.915819442394,6779.0,291.0,467.0,6.0,0.38663519693170084,13.72208290308305,0.25293341417042375,0.07941995703981959,0.07087443022285597,0,Автолюбитель
10057,216385272.47,27024.51261021606,8007.0,317.0,483.0,6.0,0.3765455226676658,13.445110528287747,0.026217149232217334,0.11429151216115573,0.06597425867779069,7,Неопределенный клиент
10058,61799997.62,16276.006747432182,3797.0,71.0,440.0,6.0,0.39820911245720303,13.69080853305241,0.010482750403704626,0.08059870860558134,0.011936821980738452,1,Обычный клиент
10059,66357542.74,15467.95868065268,4290.0,85.0,459.0,6.0,0.3927738927738928,13.536829836829837,0.014384102704644543,0.07611794818549364,0.010919160657274211,1,Обычный клиент
10060,3988063.76,23598.01041420118,169.0,213.0,34.0,6.0,0.41420118343195267,13.29585798816568,0.03704286312614019,0.3322414283567021,0.013292530709188061,2,Неопределенный клиент
10061,13433548.19,32448.184033816426,414.0,36.0,100.0,6.0,0.35507246376811596,13.594202898550725,0.0019594376428108827,0.04004898723633492,0.0,6,Обычный клиент
10062,40823972.7,7976.548007033998,5118.0,102.0,469.0,6.0,0.3851113716295428,13.531066822977726,0.16346424217552935,0.17212925482874428,0.018315131295392032,0,Автолюбитель
10063,13843858.65,13324.214292589028,1039.0,192.0,217.0,6.0,0.3753609239653513,13.735322425409047,0.012058638001190513,0.13240528138446428,0.0,1,Обычный клиент
10064,8753432.68,23786.501847826086,368.0,15.0,80.0,6.0,0.44021739130434784,13.720108695652174,0.29448514591192354,0.1151548240386993,0.07074326754289952,0,Автолюбитель
10065,75877653.18,17327.62118748573,4379.0,271.0,439.0,6.0,0.38250742178579583,13.495546928522494,0.26623917824760535,0.179459952032217,0.03363693898051051,0,Автолюбитель
10066,17537321.05,9007.355444273242,1947.0,438.0,329.0,6.0,0.41345659989727784,13.503852080123266,0.031163582992055676,0.17009439420623482,0.0,1,Обычный клиент
10067,25394371.61,19429.51156082632,1307.0,183.0,263.0,6.0,0.39938791124713086,13.214996174445295,0.0,0.0,0.0,6,Обычный клиент
10068,15010454.24,34506.79135632184,435.0,686.0,57.0,6.0,0.4068965517241379,13.87816091954023,0.1410601462251285,0.3397632022626918,0.020804784119577716,2,Неопределенный клиент
10069,107452915.45,30208.86012088839,3557.0,263.0,164.0,6.0,0.4132696092212539,13.388810795614281,0.0019621914316332307,0.8719074732187734,0.0,3,Обычный клиент
10070,220093812.89,29428.240792886747,7479.0,604.0,296.0,6.0,0.3774568792619334,13.543120738066586,0.016399967507510067,0.8970856445595744,0.0,3,Обычный клиент
10071,218838860.43,22055.922236444265,9922.0,295.0,495.0,6.0,0.39629107034872,13.527917758516429,0.03719205987459181,0.14386841504354655,0.0,4,Неопределенный клиент
10072,19587743.27,5641.631126152073,3472.0,361.0,344.0,6.0,0.3752880184331797,13.446428571428571,0.008251996555803337,0.26853527369107694,0.12496374984396047,5,Неопределенный клиент
10073,143081054.57,26819.316695407684,5335.0,156.0,463.0,6.0,0.39400187441424556,13.537207122774133,0.02849478865145885,0.12673236197828508,0.0,1,Обычный клиент
10074,4489595.93,28779.46108974359,156.0,210.0,40.0,6.0,0.4166666666666667,12.923076923076923,0.14742964407489564,0.28755371755693837,0.009649191302612395,2,Неопределенный клиент
10075,30115902.53,39574.11633377135,761.0,74.0,188.0,6.0,0.3968462549277267,13.37976346911958,0.0017248013719082785,0.038119395520569845,0.0,6,Обычный клиент
10076,260388295.77,56977.74524507659,4570.0,499.0,462.0,6.0,0.38205689277899346,13.565864332603939,0.007460247067770883,0.029509774920095672,0.0,6,Обычный клиент
10077,3028782.32,6527.5481034482755,464.0,99.0,126.0,6.0,0.3620689655172414,13.549568965517242,0.0025064660308767254,0.1944675905266114,0.0,6,Обычный клиент
10078,119182339.79,13274.932032746716,8978.0,598.0,493.0,6.0,0.3896190688349298,13.661951436845623,0.08586824464121388,0.24984406290787084,0.062221506248883146,0,Автолюбитель
10079,12302499.19,5811.289178082192,2117.0,221.0,262.0,6.0,0.3731695795937648,13.454888993859235,0.006718619422237898,0.26336112280613777,0.11795509738212794,5,Неопределенный клиент
10080,294582764.65,9699.475310328931,30371.0,685.0,500.0,6.0,0.3906358038918705,13.493464159889369,0.027334203375974735,0.13184749639425317,0.0157659247156502,4,Неопределенный клиент
10081,350817455.7,64583.47858983799,5432.0,210.0,451.0,6.0,0.3854933726067747,13.454160530191459,0.007089374686437532,0.05370029254219918,0.02951095694295579,7,Неопределенный клиент
10082,291299205.62,15578.330692550404,18699.0,387.0,500.0,6.0,0.38873736563452593,13.545162842932777,0.13120271210027615,0.08738781125688125,0.010504089372600467,4,Неопределенный клиент
10083,26822663.5,33570.292240300376,799.0,34.0,153.0,6.0,0.4568210262828536,13.18648310387985,0.03488416912809572,0.08351146783018025,0.0992609298476268,5,Неопределенный клиент
10084,10257447.19,11173.689749455338,918.0,172.0,224.0,6.0,0.38453159041394336,13.60893246187364,0.27884003368678323,0.11357601734823068,0.0,0,Автолюбитель
10085,175457156.54,16482.58868388915,10645.0,434.0,493.0,6.0,0.3901362141850634,13.440018788163457,0.02303068384149251,0.2018213488597551,0.1294578783671425,5,Неопределенный клиент
10086,127167189.55,30020.58299102927,4236.0,248.0,421.0,6.0,0.39825306893295565,13.615675165250236,0.01208006314707456,0.11382653065796247,0.030833744096061138,7,Неопределенный клиент
10087,93608028.88,33879.127354325006,2763.0,213.0,369.0,6.0,0.38653637350705755,13.46977922547955,0.018794083382049312,0.10310013057076564,0.028408682266016328,7,Неопределенный клиент
10088,114870557.27,22210.084545630318,5172.0,262.0,455.0,6.0,0.3882443928847641,13.592034029389017,0.026020047356213195,0.14127205774632523,0.052226330772461485,1,Обычный клиент
10089,129619784.2,5738.435638392067,22588.0,477.0,500.0,6.0,0.39357180803966707,13.567159553745352,0.10746571779896545,0.22596859098921412,0.029451821290719292,4,Неопределенный клиент
10090,188002988.32,29879.686636999362,6292.0,505.0,286.0,6.0,0.36983471074380164,13.503178639542275,0.0029300089052967456,0.859422509417695,0.0,3,Обычный клиент
10091,49229192.68,27502.34227932961,1790.0,214.0,268.0,6.0,0.3871508379888268,13.492178770949721,0.02933382250216499,0.22840106424430603,0.04788006509311703,1,Обычный клиент
10092,14369233.71,20527.47672857143,700.0,38.0,154.0,6.0,0.3742857142857143,13.638571428571428,0.3036488951365243,0.1578372267980879,0.019595593312957533,0,Автолюбитель
10093,163523097.77,6494.423836133286,25179.0,547.0,500.0,6.0,0.3799992056872791,13.544461654553398,0.035341639981212786,0.2026686165560157,0.025177779018049726,4,Неопределенный клиент
10094,16105704.75,7340.795237010027,2194.0,42.0,365.0,6.0,0.39471285323609845,13.595259799453054,0.06093242085541149,0.1440483379033755,0.02434500359259349,1,Обычный клиент
10095,33615628.95,23773.429243281473,1414.0,282.0,278.0,6.0,0.39674681753889673,13.624469589816124,0.020034276050634476,0.05818722008472193,0.0,7,Неопределенный клиент
10096,85889615.45,26840.504828125002,3200.0,161.0,400.0,6.0,0.40875,13.6503125,0.07335619663669131,0.11283086959030039,0.06464088948252474,1,Обычный клиент
10097,81171305.6,13966.157192016517,5812.0,189.0,450.0,6.0,0.3883344803854095,13.62801101169993,0.015173680537670198,0.11474498200014169,0.18653282657067427,5,Неопределенный клиент
10098,59521023.31,41334.04396527778,1440.0,207.0,261.0,6.0,0.39305555555555555,13.728472222222223,0.0661352461885286,0.12160409209201144,0.04616054088469266,1,Обычный клиент
10099,121945379.53,17668.122215299914,6902.0,206.0,483.0,6.0,0.4072732541292379,13.439872500724428,0.15372587032203403,0.18569789267357245,0.0,0,Автолюбитель
10100,1856178.7,38670.38958333333,48.0,83.0,20.0,5.0,0.22916666666666666,12.541666666666666,0.010762379721305929,0.1373790142080609,0.01750202714857142,2,Неопределенный клиент
10101,53704378.95,15326.592166095892,3504.0,591.0,438.0,6.0,0.3884132420091324,13.504280821917808,0.0,0.0,0.0,6,Обычный клиент
10102,5343954.38,18950.192836879432,282.0,17.0,60.0,6.0,0.46808510638297873,13.72695035460993,0.05255975632037488,0.13679008988845448,0.06152730293330087,1,Обычный клиент
10103,81385971.32,15396.513681422624,5286.0,316.0,468.0,6.0,0.38441165342413924,13.620128641695043,0.03543230821269751,0.21042938632092498,0.04187299106624461,1,Обычный клиент
10104,149426669.14,7602.089394586894,19656.0,409.0,500.0,6.0,0.39265364265364266,13.603225478225479,0.04035910614021467,0.16626884707389392,0.02450286191261882,4,Неопределенный клиент
10105,66351368.29,16374.967495064166,4052.0,122.0,437.0,6.0,0.39264560710760116,13.598716683119447,0.30002550260896815,0.18833070548574213,0.0,0,Автолюбитель
10106,37948842.44,30802.631850649348,1232.0,362.0,44.0,6.0,0.39285714285714285,13.526785714285714,0.00466415438836769,0.9342313947007445,0.0,3,Обычный клиент
10107,112628151.13,43926.736010140405,2564.0,399.0,284.0,6.0,0.40639625585023403,13.638455538221528,0.1128994870502941,0.27649392880520424,0.04670137809444125,7,Неопределенный клиент
10108,22446014.9,25362.72870056497,885.0,28.0,195.0,6.0,0.43389830508474575,13.290395480225989,0.017891730081672542,0.12207066653956468,0.0,1,Обычный клиент
10109,169333772.91,17790.898603698257,9518.0,324.0,489.0,6.0,0.38316873292708553,13.714750998108846,0.2267755424690726,0.08565332095747255,0.14532981293152714,5,Неопределенный клиент
10110,96666130.67,33822.998834849546,2858.0,83.0,392.0,6.0,0.4296710986703989,13.494401679496152,0.03059848438640313,0.09652812143535858,0.0,1,Обычный клиент
10111,10665699.42,28517.912887700535,374.0,558.0,66.0,6.0,0.3502673796791444,12.901069518716577,0.009946506630504687,0.31090319250718207,0.011360886448082558,2,Неопределенный клиент
10112,353251961.29,27035.968260370428,13066.0,613.0,496.0,6.0,0.3941527628960661,13.571636307974897,0.043489703960590285,0.1203503579845616,0.10885622774626776,5,Неопределенный клиент
10113,18168040.47,9643.333582802547,1884.0,392.0,312.0,6.0,0.3874734607218684,13.573779193205946,0.08151847043964672,0.14431936148147517,0.0,1,Обычный клиент
10114,51615171.27,13723.789223610742,3761.0,233.0,423.0,6.0,0.3871310821590003,13.499601169901622,0.035437806850078864,0.24151813688247012,0.05242571192576419,1,Обычный клиент
10115,296567193.82,34072.51767233456,8704.0,334.0,487.0,6.0,0.4010799632352941,13.529756433823529,0.011650795104792147,0.09587371965780297,0.05973710238075989,7,Неопределенный клиент
10116,395630458.09,26800.600060289933,14762.0,532.0,498.0,6.0,0.38687169760195095,13.50623221785666,0.026298032083346773,0.06152458563860821,0.09467380044708125,7,Неопределенный клиент
10117,40144030.35,13691.688386766713,2932.0,175.0,383.0,6.0,0.3918826739427012,13.582537517053206,0.021229133511752638,0.24882902670483856,0.05211054898477576,1,Обычный клиент
10118,11829360.69,30886.059242819843,383.0,582.0,63.0,6.0,0.35509138381201044,13.08093994778068,0.02696608704049923,0.3343375947056358,0.0250560734233559,2,Неопределенный клиент
10119,403203571.57,76859.2397197865,5246.0,586.0,479.0,6.0,0.3884864658787648,13.48589401448723,0.01589183703172523,0.02023543583264991,0.0,6,Обычный клиент
10120,7504797.61,25354.04597972973,296.0,400.0,59.0,6.0,0.3952702702702703,13.280405405405405,0.033563592662960565,0.351375231823207,0.07704234544973958,2,Неопределенный клиент
10121,42411978.33,30381.07330229226,1396.0,61.0,242.0,6.0,0.47277936962750716,13.71704871060172,0.03801376105248991,0.11782048837993925,0.0510015734981632,1,Обычный клиент
10122,258506069.32,15625.366859284331,16544.0,608.0,500.0,6.0,0.38932543520309476,13.538201160541586,0.06912016320159024,0.1124925231987586,0.16788233434580468,5,Неопределенный клиент
10123,8175363.33,17431.478315565033,469.0,28.0,105.0,6.0,0.40298507462686567,13.481876332622601,0.05088057046634036,0.15779115226185306,0.018545343354177263,1,Обычный клиент
10124,68320231.71,11781.381567511638,5799.0,110.0,473.0,6.0,0.4228315226763235,13.439386101051905,0.08813751313900514,0.10608863317041582,0.017377008688134032,0,Автолюбитель
10125,18557357.2,15387.526699834161,1206.0,32.0,247.0,6.0,0.4693200663349917,13.4212271973466,0.017892154385000466,0.20153731804009248,0.0,1,Обычный клиент
10126,162087861.97,33733.16586264308,4805.0,646.0,280.0,6.0,0.4033298647242456,13.573361082206036,0.10854697338938563,0.5829369260079951,0.04934109700009636,3,Обычный клиент
10127,251329034.28,42475.75363866825,5917.0,223.0,460.0,6.0,0.39749873246577655,13.569038364035828,0.011718178078537913,0.0705290578574852,0.04737685498259815,7,Неопределенный клиент
10128,33176634.28,15553.977627754337,2133.0,151.0,329.0,6.0,0.4144397562119081,13.447257383966244,0.08681795946179986,0.22555030558090716,0.051584742007169025,1,Обычный клиент
10129,307664819.59,24206.51609677419,12710.0,502.0,498.0,6.0,0.39370574350904797,13.554996066089693,0.01884827728346645,0.1309737007100754,0.07830047069438487,7,Неопределенный клиент
10130,232022162.18,13593.986535036325,17068.0,354.0,500.0,6.0,0.3898523552847434,13.544937895476917,0.023923931610005823,0.09790013068828303,0.012134280551251089,4,Неопределенный клиент
10131,27016063.23,19352.480823782236,1396.0,46.0,213.0,6.0,0.37893982808022925,13.462034383954155,0.009964709058759484,0.08191422936642276,0.11665973288440516,5,Неопределенный клиент
10132,163724283.64,19563.183610945154,8369.0,286.0,481.0,6.0,0.38547018759708446,13.553351654916955,0.011525995704762761,0.08419642885908553,0.1301871023413201,5,Неопределенный клиент
10133,9808974.37,5209.226962294211,1883.0,183.0,236.0,6.0,0.3712161444503452,13.532129580456719,0.008262251173564846,0.26679649689002094,0.13419768064905244,5,Неопределенный клиент
10134,2487528.4,20903.6,119.0,162.0,26.0,4.0,0.4369747899159664,13.07563025210084,0.008914852992231163,0.3610009035474731,0.013533827392684241,2,Неопределенный клиент
10135,74520875.46000001,30478.88566871166,2445.0,70.0,359.0,6.0,0.3791411042944785,13.460122699386503,0.031098587955316538,0.10457472422184556,0.0,1,Обычный клиент
10136,12143225.97,22281.14856880734,545.0,103.0,149.0,6.0,0.3706422018348624,13.488073394495412,0.026575506442626132,0.06093932549951551,0.0,1,Обычный клиент
10137,29103627.46,17617.20790556901,1652.0,59.0,210.0,6.0,0.33292978208232443,13.566585956416464,0.23254448571064826,0.08407886622941263,0.1403345426824674,5,Неопределенный клиент
10138,434308377.12,26092.422776809854,16645.0,551.0,500.0,6.0,0.38305797536797836,13.539140883148093,0.13177895270987722,0.12454054043045809,0.0,4,Неопределенный клиент
10139,16479196.02,4502.512573770492,3660.0,392.0,358.0,6.0,0.40437158469945356,13.510382513661202,0.017841071229638787,0.3375771483783831,0.15971369093526933,5,Неопределенный клиент
10140,147088130.3,28954.35635826772,5080.0,401.0,242.0,6.0,0.41062992125984255,13.543307086614174,0.011794904908108686,0.8953475697284051,0.0,3,Обычный клиент
10141,114403573.59,47391.70405550953,2414.0,406.0,278.0,6.0,0.3964374482187241,13.67771333885667,0.12395383889686064,0.24160958554546494,0.033226973954704066,7,Неопределенный клиент
10142,5155784.76,24907.17275362319,207.0,302.0,46.0,5.0,0.391304347826087,13.541062801932368,0.03694209492174379,0.3450493150532529,0.016875109037717082,2,Неопределенный клиент
10143,102553807.32,13890.53329540837,7383.0,636.0,477.0,6.0,0.38737640525531625,13.5202492211838,0.03566067994519777,0.23890873133114607,0.06257934705412359,1,Обычный клиент
10144,323320796.6,20977.148939207163,15413.0,488.0,500.0,6.0,0.39557516382274704,13.595730876532796,0.057688420497971765,0.15400184746420978,0.0,4,Неопределенный клиент
10145,129281453.01,30490.908728773586,4240.0,542.0,421.0,6.0,0.39811320754716983,13.454716981132075,0.013529545648475227,0.21508112225385637,0.03379910117240103,7,Неопределенный клиент
10146,15909958.95,12830.612056451613,1240.0,302.0,233.0,6.0,0.38467741935483873,13.589516129032258,0.0,0.1270273547751674,0.0,6,Обычный клиент
10147,188153318.6,23735.753576384508,7927.0,663.0,492.0,6.0,0.3799672007064463,13.512804339598839,0.015953926576132153,0.12910216083746504,0.03904604539885059,7,Неопределенный клиент
10148,279816732.19,44570.99907454603,6278.0,311.0,469.0,6.0,0.3821280662631411,13.668365721567378,0.04368267381416023,0.0704854203879694,0.02929294944533317,7,Неопределенный клиент
10149,200814317.55,21205.31336325238,9470.0,498.0,494.0,6.0,0.3938753959873284,13.545617740232313,0.023019996514187787,0.1501287376707767,0.049329280455979126,7,Неопределенный клиент
10150,24185523.6,4022.2058207217697,6013.0,702.0,417.0,6.0,0.37851322135373355,13.477798104107766,0.012294370587866865,0.40416739210062,0.15945324293082494,5,Неопределенный клиент
10151,22672323.4,30721.3054200542,738.0,32.0,132.0,6.0,0.44986449864498645,13.64769647696477,0.024685789370841454,0.09813727339475053,0.06485097067731488,1,Обычный клиент
10152,10299572.37,14506.439957746477,710.0,33.0,131.0,6.0,0.45492957746478874,12.981690140845071,0.05243261182114496,0.25098129389618534,0.07521623638050132,1,Обычный клиент
10153,172902777.24,7122.6684753862,24275.0,541.0,500.0,6.0,0.3869824922760041,13.524119464469619,0.08307970872012581,0.19361747991781417,0.023165557858219166,4,Неопределенный клиент
10154,56011295.92,40884.15760583942,1370.0,70.0,246.0,6.0,0.3875912408759124,13.498540145985402,0.03900800569086351,0.07741295623998838,0.03490112428021822,7,Неопределенный клиент
10155,584629248.29,56981.408215399606,10260.0,467.0,490.0,6.0,0.39746588693957113,13.539571150097466,0.008109598748039744,0.0580761227723556,0.04601870484361155,7,Неопределенный клиент
10156,204483274.26,49142.820057678444,4161.0,532.0,403.0,6.0,0.3987022350396539,13.614515741408315,0.025469332926359414,0.12870490310389263,0.02778666035431078,7,Неопределенный клиент
10157,112956963.78,29772.526035846073,3794.0,141.0,363.0,6.0,0.3929889298892989,13.486821296784397,0.11550379652033527,0.11534481420176855,0.06352994857383551,7,Неопределенный клиент
